SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
129,2820,KADAPA,282001,KONDAPURAM,CHOWTAPALLI,28200101301,MPPS REPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
130,2820,KADAPA,282001,KONDAPURAM,CHOWTAPALLI,28200101302,MPPS CHOWTAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
131,2820,KADAPA,282001,KONDAPURAM,CHOWTAPALLI,28200101304,ZPHS CHOWTAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
132,2820,KADAPA,282001,KONDAPURAM,GANGAPURAM,28200101401,MPPS GANGAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
133,2820,KADAPA,282001,KONDAPURAM,BURUJUPALLI,28200102001,MPPS BURUJUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
134,2820,KADAPA,282001,KONDAPURAM,ETURU,28200102301,MPPS NEDARAPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
135,2820,KADAPA,282001,KONDAPURAM,ETURU,28200102303,MPPS YETUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
136,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102402,MPPS PATHA KONDAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
137,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102405,MPPS C M R NAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
138,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102406,SALAMATH PS KONDAPURAM,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,Telugu,None,None,None
139,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102407,SIVASAI PS KONDAPURAM,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
140,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102409,ZPHS KONDAPURAM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
141,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102410,SIVA SAI HS KONDAPURAM,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
142,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102413,MPPS KONDAPURAM MAIN,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
143,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102416,AKSHARA UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,Telugu,None,None
144,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102417,AKSHARA HIGH SCHOOLCMR COLONY,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,Telugu,None,None
145,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102418,SRI SWAMY VIVEKANANDA VIDYALAYAM EM HS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
146,2820,KADAPA,282001,KONDAPURAM,KONDAPURAM,28200102419,SRI SWAMY VIVEKANANDA UP SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
147,2820,KADAPA,282002,MYLAVARAM,BESTAVEMULA,28200200301,MPPS B JANGALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
148,2820,KADAPA,282002,MYLAVARAM,BESTAVEMULA,28200200302,MPUPS BESTHAVEMULA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
149,2820,KADAPA,282002,MYLAVARAM,KALLUTLA,28200200401,MPPS KALLUTLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
150,2820,KADAPA,282001,KONDAPURAM,K.BOMMEPALLI,28200101101,MPPS K BOMMEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
151,2820,KADAPA,282001,KONDAPURAM,K.BOMMEPALLI,28200101102,MPPS DORUVUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
152,2820,KADAPA,282001,KONDAPURAM,K.BRAHMANAPALLE,28200102101,MPPS K BRAHMANAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
153,2820,KADAPA,282001,KONDAPURAM,K.VENKATAPURAM,28200102201,MPPS K VENKATAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
154,2820,KADAPA,282001,KONDAPURAM,S.TIMMAPURAM,28200103401,MPPS S THIMMAPURAM HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
155,2820,KADAPA,282001,KONDAPURAM,S.TIMMAPURAM,28200103402,MPPS S THIMMAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
156,2820,KADAPA,282002,MYLAVARAM,CHINNA VENTHURLA,28200200101,MPPS CHINNAVENTHURLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
157,2820,KADAPA,282002,MYLAVARAM,KONA ANNATHAPURAM,28200201801,MPPS KONA ANANTHAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
158,2820,KADAPA,282002,MYLAVARAM,RAMACHANDRAYA PALLE,28200201901,MPPS MADDI REDDY PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
159,2820,KADAPA,282002,MYLAVARAM,RAMACHANDRAYA PALLE,28200201902,MPPS RAMACHANDRAYA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
160,2820,KADAPA,282002,MYLAVARAM,PONNAM PALLE,28200202001,MPPS PONNAM PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
161,2820,KADAPA,282002,MYLAVARAM,PONNAM PALLE,28200202002,MPPS G NARAYANA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
162,2820,KADAPA,282003,PEDDAMUDIUM,SUDDAPALLI,28200300701,MPPS HW SUDDAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
163,2820,KADAPA,282003,PEDDAMUDIUM,SUDDAPALLI,28200300702,MPUPS SUDDAPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
164,2820,KADAPA,282003,PEDDAMUDIUM,JANGALAPALLI,28200300801,MPPS JANGALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
165,2820,KADAPA,282003,PEDDAMUDIUM,JANGALAPALLI,28200300803,ZPHS JANAGALAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
166,2820,KADAPA,282004,RAJUPALEM,VELLALA,28200400201,MPPS VELLALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
167,2820,KADAPA,282004,RAJUPALEM,VELLALA,28200400202,MPPS KUMMARAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
168,2820,KADAPA,282004,RAJUPALEM,KULUR,28200400501,MPPS KULURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
169,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401201,MPPS RAJUPALEM REGULAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
170,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401202,SRI SARVAGNA PS RAJUPALEM,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
171,2820,KADAPA,282001,KONDAPURAM,KODURU,28200100201,MPPS T KODUR MAIN,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
172,2820,KADAPA,282001,KONDAPURAM,KODURU,28200100202,MPPS T KODURU HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
173,2820,KADAPA,282001,KONDAPURAM,KODURU,28200100203,MPPS K SIRIGEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
174,2820,KADAPA,282001,KONDAPURAM,KODURU,28200100204,MPUPS DABBUDUPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
175,2820,KADAPA,282001,KONDAPURAM,KODURU,28200100205,ZPHS T KODUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
176,2820,KADAPA,282001,KONDAPURAM,KOPPOLU,28200100701,MPPS TIRUMALAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
177,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100801,MPPS TALLAPRODDUTUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
178,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100802,MPPS TALLAPRODDUTUR HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
179,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100804,MPPS TALLAPRODDUTUR BC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
180,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100805,SIDDARTHA PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
181,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100806,ZPHS TALLAPRODDUTUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
182,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100807,SIDDARTHA HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
183,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100809,SV UPS TALLAPRODDATUR,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,Telugu,English,None,None
184,2820,KADAPA,282001,KONDAPURAM,THALLAPRODDATUR,28200100810,AKSHARA LAKSHMI UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
185,2820,KADAPA,282001,KONDAPURAM,BUKKAPATNAM,28200100901,MPPS DATHAPURAM MAIN,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
186,2820,KADAPA,282001,KONDAPURAM,BUKKAPATNAM,28200100902,MPPS DATHAPURAM (B C),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
187,2820,KADAPA,282001,KONDAPURAM,BUKKAPATNAM,28200100903,MPPS DATHAPURAM (H W),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
188,2820,KADAPA,282001,KONDAPURAM,BUKKAPATNAM,28200100905,ZPHS DATHAPURAM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
189,2820,KADAPA,282001,KONDAPURAM,BUKKAPATNAM,28200100906,MPPS BUKKA PATNAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
190,2820,KADAPA,282001,KONDAPURAM,BEDADURU,28200102901,MPPS BEDUDURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
191,2820,KADAPA,282001,KONDAPURAM,BEDADURU,28200102902,MPPS B KOTTALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
192,2820,KADAPA,282001,KONDAPURAM,SANKEPALLI,28200100401,MPPS SANKEPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
193,2820,KADAPA,282001,KONDAPURAM,SANKEPALLI,28200100402,MPPS S KOTHAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
194,2820,KADAPA,282001,KONDAPURAM,SANKEPALLI,28200100403,MPPS MURAGAMPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
195,2820,KADAPA,282001,KONDAPURAM,CHAMALURU,28200100601,MPPS CHAMALUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
196,2820,KADAPA,282001,KONDAPURAM,GANDLUR,28200102601,MPPS K GANDLUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
197,2820,KADAPA,282001,KONDAPURAM,VENKAIAH KALVA,28200103802,MPPS VENAKAIAHKALVA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
198,2820,KADAPA,282002,MYLAVARAM,NAWABPET,28200200601,MPPS NAWABPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
199,2820,KADAPA,282002,MYLAVARAM,VADDIRALA,28200201301,MPPS VADDIRALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
200,2820,KADAPA,282002,MYLAVARAM,VADDIRALA,28200201302,MPPS JANGAM COLONY VADDIRALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
201,2820,KADAPA,282002,MYLAVARAM,VADDIRALA,28200201303,ZPHS VADDIRALA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
202,2820,KADAPA,282002,MYLAVARAM,VADDIRALA,28200201304,SVSPS VADDIRALA,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
203,2820,KADAPA,282002,MYLAVARAM,DHANNA VADA,28200201402,MPUPS DHANNAWADA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
204,2820,KADAPA,282002,MYLAVARAM,VEPARALA,28200291201,SARASWATHI VIDYA MANDIR,Urban,Primary,Pvt.Unaided,Co-education,1,5,Telugu,English,None,None
205,2820,KADAPA,282003,PEDDAMUDIUM,NEMALLADINNE,28200301101,MPUPS NEMALLADINNE,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
206,2820,KADAPA,282003,PEDDAMUDIUM,GARISELUR,28200301201,MPPS GARISELURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
207,2820,KADAPA,282003,PEDDAMUDIUM,CHIDIPIRALLA DINNE,28200302301,MPPS CHIDHIPIRALLADINNE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
208,2820,KADAPA,282003,PEDDAMUDIUM,N.KOTTALAPALLI,28200302401,MPPS N.KOTTALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
209,2820,KADAPA,282003,PEDDAMUDIUM,N.KOTTALAPALLI,28200302402,ZPHS N.KOTTALAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
210,2820,KADAPA,282003,PEDDAMUDIUM,PEDDA PASUPULA,28200302601,MPPS FIRST WARD PEDDAPASUPULA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
211,2820,KADAPA,282003,PEDDAMUDIUM,PEDDA PASUPULA,28200302602,MPPS VI TH WARD PEDDAPASUPULA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
212,2820,KADAPA,282003,PEDDAMUDIUM,PEDDA PASUPULA,28200302603,MPPS X TH WARD PEDDAPASUPULA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
213,2820,KADAPA,282001,KONDAPURAM,MUTCHUMARRI,28200101501,MPPS MUCHUMARRI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
214,2820,KADAPA,282001,KONDAPURAM,REGADIPALLY,28200101601,MPPS REGADIPALLY,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
215,2820,KADAPA,282001,KONDAPURAM,OBANNAPETA,28200102501,MPPS OBANNAPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
216,2820,KADAPA,282002,MYLAVARAM,AYYAVARI KAMBALA DINNE,28200200501,MPPS A KAMBALA DINNE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
217,2820,KADAPA,282002,MYLAVARAM,THORRI VEMULA,28200202101,MPPS NARJAM PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
218,2820,KADAPA,282002,MYLAVARAM,THORRI VEMULA,28200202102,GOVT DNT THORRIVEMULA,Rural,Primary,State Govt.(DNT),Co-education,1,5,Telugu,None,None,None
219,2820,KADAPA,282002,MYLAVARAM,THORRI VEMULA,28200202103,MPUPS THORRIVEMULA,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
220,2820,KADAPA,282004,RAJUPALEM,GADEGUDUR,28200400601,MPPS GADEGUDUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
221,2820,KADAPA,282004,RAJUPALEM,GADEGUDUR,28200400602,ZPHS GADEGUDUR,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
222,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400701,MPPS TANGUTURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
223,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400702,MPPS TANGUTUR HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
224,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400703,MPPS KOTTALA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
225,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400704,MPPS AYYAVARIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
226,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400705,MPPS VENGALAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
227,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400706,MPPS TANGUTURU BCC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
228,2820,KADAPA,282004,RAJUPALEM,TANGATUR,28200400707,ZPHS TANGUTURU,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
229,2820,KADAPA,282004,RAJUPALEM,VELAVALI,28200401601,MPPS VELAVALI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
230,2820,KADAPA,282004,RAJUPALEM,VELAVALI,28200401602,MPPS VELAVAI HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
231,2820,KADAPA,282004,RAJUPALEM,VELAVALI,28200401603,MPUPS VELAVALI (URDU),Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Urdu,None,None,None
232,2820,KADAPA,282004,RAJUPALEM,VELAVALI,28200401604,MPPS VASUDEVAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
233,2820,KADAPA,282004,RAJUPALEM,VELAVALI,28200401605,ZPHS VELAVALI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
234,2820,KADAPA,282002,MYLAVARAM,MALAMEEDI KAMBALA DINNE,28200202701,MPPS BOGGULA DASARI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
235,2820,KADAPA,282002,MYLAVARAM,MALAMEEDI KAMBALA DINNE,28200202702,MPPS BOGALA KATTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
236,2820,KADAPA,282002,MYLAVARAM,MALAMEEDI KAMBALA DINNE,28200202703,MPUPS M KAMBALA DINNE,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
237,2820,KADAPA,282003,PEDDAMUDIUM,PAPAYAPALLI,28200300301,MPPS PAPAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
238,2820,KADAPA,282003,PEDDAMUDIUM,J.KOTTALAPALLI,28200300901,MPPS J.KOTTALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
239,2820,KADAPA,282003,PEDDAMUDIUM,J.KOTTALAPALLI,28200300902,MPPS J.KOTHAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
240,2820,KADAPA,282003,PEDDAMUDIUM,PALUR,28200301501,MPUPS PALURU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
241,2820,KADAPA,282004,RAJUPALEM,GOPAYAPALLE,28200400101,MPUPS GOPAYA PALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
242,2820,KADAPA,282004,RAJUPALEM,POTTIPADU,28200401101,MPPS POTTIPADU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
243,2820,KADAPA,282005,DUVVUR,KANAGUDUR,28200500201,MPPS KANAGUDUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
244,2820,KADAPA,282005,DUVVUR,KANAGUDUR,28200500202,MPUPS KANAGUDUR URDU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Urdu,None,None,None
245,2820,KADAPA,282005,DUVVUR,KANAGUDUR,28200500203,MPPS KRISHNAMPALLI URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
246,2820,KADAPA,282005,DUVVUR,KANAGUDUR,28200500205,AIDED U P SCHOOL KRISHNA,Rural,Primary with Upper Primary,Pvt.Aided,Co-education,1,7,Telugu,None,None,None
247,2820,KADAPA,282005,DUVVUR,KANAGUDUR,28200500206,SV HS KANAGUDURU,Rural,Upper Pr. and Secondary,Pvt.Aided,Co-education,6,10,Telugu,None,None,None
248,2820,KADAPA,282005,DUVVUR,MADIREPALLE,28200500901,MPPS MADIRE PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
249,2820,KADAPA,282005,DUVVUR,MADIREPALLE,28200500902,MPPS BALAYA PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
250,2820,KADAPA,282005,DUVVUR,MANERAMPALLE,28200501301,MP[PS MANERAMPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
251,2820,KADAPA,282006,MYDUKUR,SETTIVARIPALLE,28200601001,MPPS SETTIVERIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
252,2820,KADAPA,282006,MYDUKUR,SETTIVARIPALLE,28200601002,MPPS CHINNAIAHGARI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
253,2820,KADAPA,282006,MYDUKUR,SETTIVARIPALLE,28200601003,MPPS YALLAMPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
254,2820,KADAPA,282006,MYDUKUR,SETTIVARIPALLE,28200601005,MPPS NANUBALUPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
255,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401205,ZPHS RAJUPALEM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
256,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401206,SRI SARVAGNA HS RJP,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,Telugu,None,None
257,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401208,MPPS RAJUPALEM HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
258,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401209,SIVAPRIYA PS RAJUPALEM,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
259,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401210,SIVAPRIYA HS RAJUPALEM,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,English,None,None
260,2820,KADAPA,282004,RAJUPALEM,RAJUPALEM,28200401211,KONDA REDDY HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
261,2820,KADAPA,282005,DUVVUR,PEDDA JONNAVARAM,28200500701,MPUPS PEDDAJONNAVARAM,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,8,Telugu,None,None,None
262,2820,KADAPA,282005,DUVVUR,BALLAKKIVARIPALLE,28200501701,MPPS MURALINAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
263,2820,KADAPA,282005,DUVVUR,MACHANAPALLE,28200501801,MPPS M.YERRABALLI URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
264,2820,KADAPA,282005,DUVVUR,MACHANAPALLE,28200501804,MPUPSBUKKAYAPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
265,2820,KADAPA,282005,DUVVUR,MACHANAPALLE,28200501805,MPPS M.YERRABALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
266,2820,KADAPA,282005,DUVVUR,MACHANAPALLE,28200501806,MPPS MACHANA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
267,2820,KADAPA,282005,DUVVUR,MACHANAPALLE,28200501807,ZPHS MACHANA PALLE,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
268,2820,KADAPA,282005,DUVVUR,ANNAPUSASTRULAPALLE,28200501901,MPPS A.S PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
